Tipologia;Ragione_sociale;Comune;Provincia;Indirizzo;CAP;Telefono;Email;Sito_Web;Dipendenti;Data_convenzione;Settore;Codice_ATECO;Descrizione
AZIENDA;DARWINNET SRL;SANT'AMBROGIO DI VALPOLICELLA;VR;VIA VALPOLICELLA 229;37015;0456888508;michele.morando@darwinnet.it;www.darwinnet.it;2;;;62.02;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;DATA CHECK;SAN GIOVANNI LUPATOTO;VR;VIA MONTI BERICI,6;37057;0458003079;info@datacheck.it;www.datacheck.it;10;;;63.11.1;Elaborazione dati
AZIENDA;DATEL DI SALADINO SALVATORE;VERONA;VR;VIA BRANDIMARTE 1;37135;045504225;info@datelsistemi.com;www.datelsistemi.com;4;08-02-2019;;43.21.02;Installazione di impianti elettronici (inclusa manutenzione e riparazione)
AZIENDA;DE NALE ANGELO - AUTOFFICINA;ISOLA DELLA SCALA;VR;VIA ARTIGIANATO 9A;37063;045 7300602;autodenale@hotmail.it;;;27-05-2019;COSTRUZIONE DEL MEZZO;45.20.1;Riparazioni meccaniche di autoveicoli
AZIENDA;DELLAS SPA;GREZZANA;VR;PEMISA 12;37023;0458801522;;;98;;;25.73.12;Fabbricazione di parti intercambiabili per macchine utensili
AZIENDA;DELTA ERRE SAFE S.R.L.;SAN GIOVANNI LUPATOTO;VR;VIA TICINO, 9A/9B;37057;0459251754;ongaro@deltaerresafe.it;;14;;;263021;
AZIENDA;DEVINTERFACE SRL;DOLCE';VR;PASSAGGIO NAPOLEONE,642/A;37020;0452220713;info@interface.com;www.devinterface.com;2;;;;
AZIENDA;DHL GLOBAL FORWARDING SPA;MILANO;MI;VIA GRAN SAN BERNARDO;20100;;HRFreight.Italy.com;www.dhl.com;222;04-12-2018;;52.29.10;Spedizionieri e agenzie di operazioni doganali
AZIENDA;DIALOGO ITALIA S.R.L.;VERONA;VR;VIA SOMMACAMPAGNA, 59/C;37137;0459691100;ornella.filippozzi@dialogo-italia.com;;;;;;
AZIENDA;DIELETTRIC S.R.L.;VERONA;VR;VIA STRADA DELLE TRINCEE, 15/D;37135;0458550548;info@dielettric.it;;;29-05-2019;;;
AZIENDA;DIEMME DI MELDO DANIELE;SOMMACAMPAGNA;VR;VIA DON GERMANO MALACCHINI,8/D;37066;3475359656;info@diemmeimpianti.com;www.diemmeimpianti.com;;13-05-2019;;43.21.02;Installazione di impianti elettronici (inclusa manutenzione e riparazione)
AZIENDA;DIGITAL IDEA SRL;BUSSOLENGO;VR;PIAZZA DANESE, 4;37012;0456703929;info@digitalidea.it;http://www.digitalidea.it/;;27-05-2019;INFORMATICA;;
AZIENDA;DIGITAL NETWORK S.R.L.;VERONA;VR;VIA MONTE TOMBA, 6 - VERONA;37142;0458701030;info@digitalnetwork.it;https://digitalnetwork.it/;15;;;77.39.99;Noleggio senza operatore di altre macchine ed attrezzature nca
AZIENDA;DIGITALE FORGE VERONA SRL;VILLAFRANCA DI VERONA;VR;VIA MONTE BALDO 4;37062;045 117788;AMMINISTRAZIONE@DIGITALFORGE.IT;DIGITALFORGE.IT;3;02-05-2019;;46.51;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;DIMENSIONE BAGNO;CASALEONE;VR;VIA CAPO DI SOTTO 102;37052;335125384;info@dimensione-bagno.it;;8;;;43.22;Installazione di impianti idraulici, di riscaldamento e di condizionamento dell'aria 
AZIENDA;DIRTY WHELLS SNC DI BENINI STEFANO E COATI FEDERICO;VERONA;VR;VIA MAIELLA 6;37100;0452227636;info@dirtywheels.it;;;13-05-2019;;45.40.11;Commercio all'ingrosso e al dettaglio di motocicli e ciclomotori
AZIENDA;DISCOS S.R.L.;OPPEANO;VR;VIA CASOTTON, 16;37050;0457130124;info@discos.it;;;;;;
AZIENDA;DKL SOC. COOP.;VERONA;VR;VIA ORIANI, 2;37121;3666277283;commerciale@dkl.coop.it;;;;;;
AZIENDA;DLL SYSTEM S.R.L.;VERONA;VR;VIA CACCIATORI DELLE ALPI, 11;37100;3357294894;diegofincato@dllsystem.it;;;27-05-2019;INFORMATICA;;
AZIENDA;DM CONSULTING SRL;LEGNAGO;VR;VIA ENRICO FERMI 3;37045;04421866161;info@dmconsulting.it;ww.dmconsulting.it;8;06-05-2019;;63.11.1;Elaborazione dati
AZIENDA;DO DIFFERENT SRL;VERONA;VR;VIA ALBERTO DOMINUTTI 20;37100;0458538775;hr@dodifferent.it;www.dodifferent.it;12;;;60.01.00;
AZIENDA;DOC SERVIZI SOC. COOP.;VERONA;VR;VIA PIRANDELLO 31;37138;0458230796;arianna.fuser@docservizi.it;http://www.docservizi.it;;;;90.02.09;Altre attività di supporto alle rappresentazioni artistiche
AZIENDA;DOLPHIN PACK SRL;VERONA;VR;VIA VOLTA, 13;37035;0456200814;centralino@dolphinpack.net;http://www.dolphinpack.net;;;;;
AZIENDA;DOMUS SANA STUDIO;VERONA;VR;VIA POERIO,15;37124;3483396540;info@domus-sana.it;www.domus-sana.it;;25-10-2016;;;
AZIENDA;DONATONI MACCHINE SRL;S.AMBROGIO VP;VR;VIA NAPOLEONE,14;37015;0456862548;info@donatonimacchine.eu;www.donatonimacchine.eu;40;;;;
AZIENDA;DOTT.LAURA DI PALMA;CASTELNUOVO DEL GARDA;VR;VIA ENZO FERRARI,58;37014;;;;;;;;
AZIENDA;DOTTOR MARC SRL;SAN GIOVANNI LUPATOTO;VR;VIA CA 'NOVA ZAMPIERI 4E;37057;0455118550;info@dottormarc.it;www.dottormarc.it;;20-05-2019;INFORMATICA;62.02.00;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;DOUBLER SNC;VERONA;VR;VIA MANTOVANA,91/D;37137;3933987063;;www.puffverona.it;3;;;;
AZIENDA;DS SMITH PACKAGING ITALIA SPA;VIGASIO;VR;VIA NOGAROLE ROCCA5;37068;0456649711;andreina.fama@dssmith.com;www.dssmith.com/it/packaging;;04-07-2019;;17.21.0;Fabbricazione di carta e cartone ondulato e di imballaggi di carta e cartone (esclusi quelli in cart
AZIENDA;DSV SPA;LIMITO DI PIOLTELLO;MI;VIA D.ALIGHIERI 134;28100;0321382270;andrea.codini@it.dsv.com;;65;10-05-2019;;52.29.1;Spedizionieri e agenzie di operazioni doganali
AZIENDA;E-GLOBALSERVICE SPA;VERONA;VR;CORSO PORTA NUOVA  127;37100;0458105093;personale@e-globalservice.it;;67;;;70.22.09;Altre attività di consulenza imprenditoriale e altra consulenza amministrativo-gestionale e pianifi
AZIENDA;E-TIME SRL;SAN MARTINO BUONALBERGO;VR;VIALE DEL LAVORO 45;37122;0458780289;accounting@e-time.it;www.e-time.it;35;18-05-2019;INFORMATICA;;
AZIENDA;E.B.I. GROUP SPA;SOMMACAMPAGNA;VR;VIA DELLA TECNICA, 24;37066;0458971200;GILBERTO.NORBIATO@EBIGROUP.IT;http://ebigroup.it/;;;;;
AZIENDA;E.D.N. IMPIANTI S.R.L.;VERONA;VR;VIA DEL PERLAR, 27;37135;0458265068;info@ednimpianti.it;www.ednimpianti.it;;;;;
AZIENDA;EB NEURO S.P.A.;FIRENZE;FI;VIA P. FANFANI, 97/A;50127;0456028111;info@ehneuro.com;www.ehneuro.com;58;20-05-2019;ELETTRONICA;23.70.1;Segagione e lavorazione delle pietre e del marmo
AZIENDA;ECO TYPE S.A.S.;VERONA;VR;VIA BELVIGLIERI, 50;37131;045528269;fornitori@ecotype.it;www.ecotype.it;;;;;
ASSOCIAZIONE;ECONOMICS LIVING LAB;ZEVIO;VR;CORSO CAVOUR 76;37059;3473201905;info@econlivlab.eu;www.econlivlab.eu;;27-05-2019;INFORMATICA;46.72.2;Commercio all'ingrosso di metalli non ferrosi e prodotti semilavorati
AZIENDA;EDALAB S.R.L.;VERONA;VR;STRADA LE GRAZIE, 15;37134;0458027062;segreteria@edalab.it;www.edalab.it;;;;;
AZIENDA;EDILE SRL;S.GIOVANNI LUPATOTO ;VR;VIA GARIBALDI 5/4;37057;0458750987;edilesgl@alice.it;;5;;;68.1;COMPRAVENDITA DI BENI IMMOBILI EFFETTUATA SU BENI PROPRI
AZIENDA;EDS ELECTRONIC DETECTION SYSTEMS;SAN GIOVANNI LUPATOTO;VR;VIA CA' NOVA ZAMPIERI, 6;37057;045547529;;;;;;27.90.09;Fabbricazione di altre apparecchiature elettriche nca
AZIENDA;EDULIFE S.P.A.;VERONA;VR;LUNGADIGE GALTAROSSA;37123;0459696300;l.soato@edulife.it;www.edulife.it;12;16-05-2019;INFORMATICA;62.01.00;Produzione di software non connesso all'edizione
AZIENDA;EFFEDI S.A.S.;VERONA;VR;VIA SALISBURGO, 10/A;37136;0458521430;dino.bellini@effedi.com;http://www.effedi.com/;;;;;
AZIENDA;EIS SRL;VERONA;VR;LARGO PERLAR,12;37135;0458271611;giorgia.demartin@teameis.it;www.teansistemi.com;16;;;;
AZIENDA;EISMANN SIR;SONA;VR;MOLINA,18;37060;0457160211;laura.padovani@iesmann.com;www.eismann.it;240;;;;
AZIENDA;EL.MED. GARDA S.A.S.;COSTERMANO;VR;VIA SAN GIUSEPPE ARTIGIANO, 6;37010;0456200094;info@elmedgarda.it;www.elmedgarda.it;12;;;;
AZIENDA;ELCOGRAF;VERONA;VR;VIA MONDADORI ,15;37131;045/934286;simone.baldo@verona.pozzoni.it;www.elcograf.com;919;;;18.12.00;Altra stampa
AZIENDA;ELECTRIC GROUP SAS;VERONA;VR;VIA F.DE PINEDO 31/A;37139;045563175;amministrazione@electricgroup.it;;3;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELECTRIC LABS SRL;CASTELNUOVO DEL GARDA;VR;VIA DELL'INDUSTRIA 1/3;37014;3403951858;info@eletriclabs.it;www.eletriclabs.it;3;;;26.11.09;Fabbricazione di altri componenti elettronici
AZIENDA;ELECTRO BS DI HACHEL SABER;CASTEL D'AZZANO;VR;VIA GALILEO GALILEI,9;37060;0452214703;info@electro-bs.com;www.electro-bs.com;1;;;;
AZIENDA;ELECTRO ENERGY SRL;VIGASIO;VR;VIA DELL'INDUSTRIA ,6;37060;0456698119;electroenergy@libero.it;;3;23-05-2019;ELETTRONICA;27.33;Fabbricazione di attrezzature per cablaggio
AZIENDA;ELECTRO TEAM S.R.L.;VALEGGIO SUL MINCIO;VR;VIA PACINOTTI, 10;37068;0456370950;electroteam@electroteamsrl.it;www.electroteamsrl.it;;;;;
AZIENDA;ELECTRONIC DESIGN S.A.S.;BOSCO CHIESANUOVA;VR;VILLAGGIO ROSELANT, 14;37021;0457080698;info@electronicdesign.it;www.electronicdesign.it;1;;;;
CONSORZIO;ELECTRONIC SERVICE ITALIA S.R.L.;BOVOLONE;VR;VIA DELLA SERENISSIMA, 8/1;37051;0456901425;info@es-i.it;http://www.electronicserviceitalia.it/;;16-05-2019;ELETTRONICA;;
AZIENDA;ELETTRASERVICE S.N.C.;CALDIERO;VR;VIA CONTI DA PRATO,15;37042;0456151049;elettraservice@interfree.it;;;;;;
AZIENDA;ELETTRICA SCALIGERA SAS;VERONA;VR;VIA C.BELVIGLIERI 46;37100;0458402821;info@elettronicascaligera.it;www.elettronicascalegera.it;1;;;464730;
AZIENDA;ELETTRICALAN DI DI CAPRIO A.;PESCHIERA DEL GARDA;VR;VIA RAIMONDO VIANELLO,79;37019;3334653102;elettricalan.alan@gmail.com;;2;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELETTRO 2 ERRE SNC;NEGRAR;VR;VIA VOLPARE,28;37024;0456000435;;;7;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELETTRO 81 SRL;SONA;VR;VIA VENETO,7;37060;0456081199;info@elettro81.eu;www.elettro81.eu;10;24-05-2018;;27.90.09;Fabbricazione di altre apparecchiature elettriche nca
AZIENDA;ELETTRODATA SRL;COLOGNOLA AI COLLI;VR;VIA STRA', 164;37030;0458980734;elettrodata@tin.it;;9;;;;
AZIENDA;ELETTROFORTUNA S.R.L.;VERONA;VR;VIA GOLOSINE, 196;37136;0454931070;ileana@ripara.it;www.ripara.it;;;;;
AZIENDA;ELETTROFRIGO SRL;SOMMACAMPAGNA;VR;VIA PACINOTTI, 23;37066;0458580463;amministrazione@elettrofrigo.com;http://www.elettrofrigo.com;;;;;
AZIENDA;ELETTROLAMPO SAS DI BERTASO DAVIDE;VERONA;VR;C.SO PORTA PALIO 46B;37122;0458005127;;;;;;;
AZIENDA;ELETTROMECCANICA AMADORI A OFFICINA 33 SRL;VERONA;VR;VIA DELLA SIDERURGIA,18;37100;0458510390;elettrom.amadori@tiscali.it;;10;;;;
AZIENDA;ELETTROMECCANICA BONFANTE SRL;SAN GIOVANNI LUPATOTO;VR;VIA MONTE PASTELLO 7A;37057;;info@elettromeccanicabonfante.it;;5;27-05-2019;;33.20.01;Installazione di motori, generatori e trasformatori elettrici  di apparecchiature per la distribuzio
AZIENDA;ELETTROMECCANICA GARDESANA SRL;CASTELNUOVO DEL GARDA;VR;VIA STAZIONE 128/B;37014;045 7550666;info@elettromeccanicagardesana.it;www.elettromeccanicagardesana.it;5;13-05-2019;;43.29.09;Altri lavori di costruzione e installazione nca
AZIENDA;ELETTROMECCANICA VENETA S.R.L.;NEGRAR;VR;VIA CASA CUCHI, 7;37020;0456020136;ev@elettromeccanicaveneta.it;;;;;;
AZIENDA;ELETTRORICE;GREZZANA;VR;VIA N. COPERNICO, 46/48;37023;045907127;elettrorice@elettrorice.com;;6;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELETTROSOUND S.R.L.;PESCANTINA;VR;VIA MADONNA 239;37026;0457157690;diego@elettrosoundverona.it;www.elettrosoundverona.it;2;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELETTROSYSTEM   VENERI SILVIO;GREZZANA;VR;VIA L. ANZIO, 14;37023;045907772;info@elettro-system.com;;;29-03-2018;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELETTROSYSTEM S.R.L.;GREZZANA;VR;VIA LUCIO ANZIO, 14;37023;045907772;info@elettro-system.com;www.elettro-system.com;8;29-03-2018;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;ELISSE INFORMATICA DI FLAVIO GIONGO & C. SAS;ROVERETO;TN;VIA ZENI 8;38068;0464443322;info@elisse.it;www.trentinosistemi.it;2;;INFORMATICA;26.2;FABBRICAZIONE DI COMPUTER E UNITÀ PERIFERICHE
AZIENDA;ENERGIA-WEB;PESCANTINA;VR;VIA POZZE 3;37026;0457150116;amministrazione@bluedigital.it;http://www.webmc2.it/;;13-01-2016;;;
AZIENDA;ENERGYZ S.R.L.;VERONA;VR;VIA MALASPINA, 6;37060;3482638772;info@energyz.it;www.energyz.it;;;;;
AZIENDA;ERMES SRL;ILLASI;VR;C.SO C.BATTISTI, 33;37031;045991245;alessia@ermes-vr.it;www.ermes-vr.it;;15-04-2019;;;
AZIENDA;ESA  DI SACCONELLI ANDREA;SAN MARTINO BUON ALBERGO;VR;VIA FENILETTO;37036;;andreasacconelli@gmail.com;;;;;;
AZIENDA;ESOTERIC PRO AUDIO DI MAROGNA MIRKO;SAN MARTINO BUON ALBERGO;VR;VIA CA DELL'AGLIO 3;37036;0458799319;info@estericproaudio.com;www.estericproaudio.com;;27-05-2019;ELETTRONICA;26.40.01;Fabbricazione di apparecchi per la riproduzione e registrazione del suono e delle immagini
AZIENDA;ESSEAELLE SRL;VERONA;VR;VIA UGO FOSCOLO 32;37100;0458751286;gazacca@gmail.com;;;;;74,90,21;
AZIENDA;ESSEGI SRL;CASTELNUOVO DEL GARDA;VR;VIA DELL'INDUSTRIA,8;37014;0456450351;ufficio@essegiconfezioni.it;;16;;;;
AZIENDA;ESSEPI PROFESSIONAL SERVICE DI PUVANARATNAM SANGEEVAN;CASTELNUOVO DEL GARDA;VR;VIA TRENTO,78;37014;3207487229;info@essepi.org;www.essepi.org;1;;;;
AZIENDA;EU WINGS SRL;SOMMACAMPAGNA;VR;VIA OSTERIA GRANDE 59;37066;;;;;20-05-2019;INFORMATICA;;
AZIENDA;EUROELETTRA DI BRANDIELE LUCA;MONTEFORTE D'ALPONE;VR;VIA PERAZZOLO 12;37032;3386849420;euroelettra.impianti@alice.it;;4;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;EUROGROUP ITALIA SRL;VERONA;VR;VIA TOLOMEO;37100;0458630561;raffaellabianconi@eurogroupitalia.it;www.eurogroupitalia.it;49;;;46.31.1;Commercio all'ingrosso di frutta e ortaggi freschi
AZIENDA;EVEREL GROUP S.P.A.;VALEGGIO SUL MINCIO;VR;VIA CAVOUR 9;37067;0456313711;roberta.matteini@everelgroup.com;;157;;;27.12.00;Fabbricazione di apparecchiature per le reti di distribuzione e il controllo dell'elettricità
AZIENDA;EVIT S.R.L.;VERONA;VR;S.DA DELL'ALPO, 20;37135;0458203639;info@evitsrl.it;www.evitsrl.it;;;;82.99.40;Richiesta certificati e disbrigo pratiche
AZIENDA;EWIDE S.R.L.;CASTELNUOVO DEL GARDA;VR;VIA MILANO 175;37014;0452060857;amministrazione@ewide.it;www.ewide.it;2;;;47.91.1;Commercio al dettaglio di qualsiasi tipo di prodotto effettuato via internet
AZIENDA;EXIMAG ART SISTEMI SRL;VERONA;VR;VIA TEVERE, 76;37136;045680575;info@eximag.it;;;;;;
AZIENDA;EXOR INTERNATIONAL S.P.A.;SAN GIOVANNI LUPATOTO;VR;MONTE FIORINO, 9;37057;0458750404;ufficio.personale@exorint.it;www.exorint.it;;;;;
AZIENDA;EXPERT SRL;SAN MARTINO BUON ALBERGO;VR;VIA DELL'ARTIGIANATO,38;37036;045992099;expert-srl@pec.it;www.expert-srl.com;16;;;28.99.1;Fabbricazione di macchine per la stampa e la legatoria (incluse parti e accessori)
AZIENDA;EXTENSYS SRL;PASTRENGO;VR;VIA DELL'ARTIGIANATO,23;37010;0456269301;info@extensys.it;www.extensys.it;5;;;;
AZIENDA;F.A.B.I. BANCARI ITALIANI;VERONA;VR;VICOLO GHIAIA,5;37122;0458006114;sab.vr@fabi.it;www.fabiverona.org;2;;;;
AZIENDA;FABBRIS MOTO SNC;VERONA;VR;VIA DON GREGORIO SEGALA 42;37100;0458902408 ;amministrazione@fabbrismoto.com;www.fabbrismoto.com;2;09-07-2019;;45.40.30;Manutenzione e riparazione di motocicli e ciclomotori (inclusi i pneumatici)
AZIENDA;FABE S.N.C.;VERONA;VR;VIA ENRICO FERMI, 62;37136;0458621945;info@fabetrasportisnc.it;;;;;;
AZIENDA;FABER ELETTRONICA S.N.C. DI FATTORI A. E BERTIN C.;CALDIERO;VR;VIA DELL' ARTIGIANATO,38;37042;0456151945;info@faber-elettronica.it;http://www.faber-elettronica.it/;;23-05-2019;;;
AZIENDA;FAIRMAT SRL;VERONA;VR;STRADONE SAN FERMO ,21;37100;0458012030;amministrazione@fairmat.com;www.fairmat.it ;17;06-05-2019;INFORMATICA;70.2;ATTIVITÀ DI CONSULENZA GESTIONALE
AZIENDA;FARMACIA ALL'ALABRO 28;VERONA;VR;PIAZZALE BUCCARI 3;37141;045557037;farmacia.allalbaro@gmail.com;http://farmaciaallalbaro.docinforma.it/;;12-04-2016;;;
AZIENDA;FARMACIA ALL'ALBARO;VERONA;VR;PIAZZALE BUCCARI 3;37100;045557037;farmacia.allalbaro@gmail.com;;5;06-04-2018;;47.73.10;Farmacie
AZIENDA;FARMACIA CENTRALE  DOTT. SIGNORINI SNC;VERONA;VR;PIAZZA ERBE 20;37100;;info @farmaciasignorini.it;www.farmaciasignorini.it;19;27-05-2019;;47.73.1;Farmacie
AZIENDA;FEDERAL MOGUL ITALY SRL;VERONA;VR;VIA ENRICO FERMI,8;37136;0458281347;cristina.piccazzi@fmmotorparts.com;;;;;45.31.01;Commercio all'ingrosso di parti e accessori di autoveicoli
AZIENDA;FEDRIGONI CARTIERE S.P.A.;VERONA;VR;V.LE PIAVE, 3;37135;0458087768;selezione_formazione@fedrigoni.it;;;;;;
AZIENDA;FELTRE TRASLOCHI DI NEGRETTI SRL;VERONA;VR;VIA TORRICELLI,17;37136;045567288;info@feltretraslochi.it;;8;;;;
AZIENDA;FEREXPERT SPA;BOLOGNA;BO;VIA BRINI 2;40128;;m.panzacchi@ferexpert.it;www.ferexpert.it;82;;;467410;
AZIENDA;FERRAMENTA PERINELLI;PESCHIERA DEL GARDA;VR;VIA MARZAN 4;37019;0457551749;info@perinelliforniture.it;http://www.perinelliforniture.it/it/;;19-12-2015;;;
AZIENDA;FERRAMENTA VENETA SRL;SAN GIOVANNI LUPATOTO;VR;VIA MONTE AMIATA,1;37057;0458266555;marco.spinelli@ferramentaveneta.com;www.ferramentaveneta.com;29;;;;
AZIENDA;FERRARI BK SRL;CERRO VERONESE;VR;VIA SANTA CATERINA 7;37020;0458819531;m.ferrari@ferraribk.it;;;;;;
AZIENDA;FERRARI S.P.A.;PONTI SUL MINCIO;MN;VIA MONZAMBANO, 65;46040;0376808901;ferrari.giovanni@ferraricofani.it;;92;;;32.99.40;Fabbricazione di casse funebri
AZIENDA;FERROVIE DELLO STATO ITALIANE;VERONA;VR;PIAZZALE 25 APRILE;37100;0458024675;PA.ZANELLA@TRENITALIA.IT;;;;;;
AZIENDA;FIBERING S.P.A.;MILANO;MI;VIALE RESTELLI 3/1;20124;0200632100;info@fibering.com;www.fiberwide.com;;;;;
AZIENDA;FILITECH S.R.L.;VERONA;VR;VIA LEGNAGO, 147/B;37134;0458220012;afilippozzi@inwind.it;;;;;;
AZIENDA;FIMAUTO SPA;BUSSOLENGO;VR;VIA DEL LAVORO,19;37012;0456767787;raffaella.zilio@fimauto.conc-bmw.com;www.fimautogemelli.it;13;;;;
AZIENDA;FINCONS SPA;MILANO;MI;CORSO MAGENTA 56;20100;0458799299;michele.moretti@finconsgroup.com;www.finconsgroup.com;960;;;62.02.00;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;FINE TUNING CONSULENZA INTEGRATA S.R.L.;VERONA;VR;VIA CA' DI COZZI, 14;37124;0458877221;info@finetuning.it;www.finetuning.it;;;;;
AZIENDA;FIORINI E ADAMI S.R.L.;SANTA MARIA DI ZEVIO;VR;V.LE ARCHIMEDE, 17;37059;0458731573;amministrazione@fioriniadami.it;;;;;;
AZIENDA;FIORIO SPA;PESCANTINA;VR;TRENTO,35;37026;0456760333;fiorio@fiorio.it;www.fiorio.it;48;;;;
AZIENDA;FIUMINI SERGIO E FIGLI S.N.C.;VERONA;VR;VIA BELTRAMINI, 5;37124;045941176;mirco@fiuminisergioefigli.191.it;;3;;;;
AZIENDA;FLAEM NUOVA SPA;DESENZANO DEL GARDA;BS;VIA COLLI STORICI,22;25015;0309910168;lorella.abate@flaemnuova.it;www.flaemnuova.it;100;;;26.60.02;Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori)
AZIENDA;FLOVER SRL;BUSSOLENGO;VR;VIA PASTRENGO 14;37012;0458241904;ammrisorse@flover.it;www.flover.it;50;;LOGISTICA;47.76.10;Commercio al dettaglio di fiori e piante
UNIVERSITÀ;FONDAZIONE BRUNO KESSLER;TRENTO;TN;VIA S.CROCE,77;38100;0461314200;webvalley@fbk.eu;http://webvalley.fbk.eu;;;;;
AZIENDA;FOR.MECH SRL;GREZZANA;VR;VIA DOMENICO DA LUGO 2B;37023;045 8802122;;;16;20-05-2019;COSTRUZIONE DEL MEZZO;25.62.00;Lavori di meccanica generale
AZIENDA;FOREASYTECH SRL;PESCANTINA;VR;VIA W.FLEMING 11;37026;0457860205;info@4easytech.com;www.4easytech.com;5;;;26.60.02;Fabbricazione di apparecchi elettromedicali (incluse parti staccate e accessori)
AZIENDA;FORNACE S.R.L.;VERONA;VR;VIA ISONZO ,11;37100;0456800977;info@fornacestudio.com;www.fornacestudio.com;5;16-05-2019;INFORMATICA;74.10.21;Attività dei disegnatori grafici di pagine web
AZIENDA;FOTO OTTICA DE FORTUNA SNC;VERONA;VR;PIAZZA RISORGIMENTO 17 A;37100;;info@otticadefortuna.it;;;27-05-2019;;74.2;ATTIVITÀ FOTOGRAFICHE
AZIENDA;FRA IVA SNC;COLOGNOLA AI COLLI;VR;VIA STRA' 164/7;37030;0456152480;;;2;;;;
AZIENDA;FRACAROLLI FLLI SNC;BUSSOLENGO;VR;VIA STRADA SAN VITTORE 12;37012;045 7150838;info@fracarolli.it;;;13-05-2019;COSTRUZIONE DEL MEZZO;45.20.1;Riparazioni meccaniche di autoveicoli
AZIENDA;FRACCAROLI & BALZAN S.P.A.;PESCANTINA;VR;VIA OSPEDALETTO, 113;37026;0456767309;amministrazione@fraccarolibalzan.it;www.fraccarolibalzan.it;59;;;;
AZIENDA;FRANCHI E TABARELLI SRL;VALEGGIO SUL MINCIO;VR;VIA GALVANI 8;37067;045 6370898;info@franchietabarelli.it;www.franchietabarelli.it;10;02-05-2019;;49.41.00;Trasporto di merci su strada
AZIENDA;FRANKE SPA;PESCHIERA DEL GARDA;VR;PIGNOLINI 2;37019;0456449422;job.it@franke.com;;300;15-05-2019;INFORMATICA;25.5;FUCINATURA, IMBUTITURA, STAMPAGGIO E PROFILATURA DEI METALLI  METALLURGIA DELLE POLVERI
AZIENDA;FRASTE SPA;NOGARA;VR;VIA MOLINO DI SOPRA 71;37054;0442510233;serena.fracca@fraste.com;www.fraste.com;55;;;28.92.09;Fabbricazione di altre macchine da miniera, cava e cantiere (incluse parti e accessori)
AZIENDA;FRATELLI LEARDINI S.N.C.;CAPRINO VERONESE;VR;VIA AGOSTINO GOIRAN, 27;37013;0456230742;info@leardinielettroimpianti.it;www.leardinielettroimpianti.it;;;;;
AZIENDA;FRIGOSCANDIA SPA A SOCIO UNICO;CORNAREDO;MI;VIA MONZORO, 140;20010;02931901;daniela.gorla@frigoscandiaspa.it;http://www.frigoscandiaspa.it/;;;;;
AZIENDA;FROMM PACKAGING AUTOMATION SRL;CAPRINO VERONESE;VR;VIALE DEL LAVORO 21/A;37013;0456230523;leardinie@fromm-pack.com;WWW.FROMM-AUTOMATION.COM;43;14-06-2019;;28.29.3;Fabbricazione di macchine automatiche per la dosatura, la confezione e per l'imballaggio (incluse pa
AZIENDA;FRONIUS ITALIA SRL;BUSSOLENGO;VR;VIA DELL'AGRICOLTURA,46;37012;0456763801;pv-amministrazione-italy@fronius.com;www.fronius.it;26;;;46.69.20;Commercio all'ingrosso di materiale elettrico per impianti di uso industriale
AZIENDA;FUGA ING.FEDERICO;VERONA;VR;VIA BUTTURINI 9;37100;3283067431;fuga@studiofuga.com;www.studiofuga.com;;;;;
AZIENDA;FULCRO SRL UNIPERSONALE;VERONA;VR;VIALE BRENNERO 27;37100;0458890026;info@fulcro.net;www.fulcro.net;1;23-05-2019;INFORMATICA;;
AZIENDA;FUSTELLIFICIO ARENA SRL;VERONA;VR;E.TORRICELLI,35;37136;0459511332;ufficio@fustellificioarena.it;www.fustellificioarena.it;15;;;;
AZIENDA;FUTURA SISTEMI SRL;BOVOLONE;VR;VIA SAN GIOVANNI;37051;045510712;info@futurasistemi.it;www.futurasistemi.it;7;10-06-2019;;;
AZIENDA;FVS SPA;MOZZECANE;VR;VIA QUARTIERI;37060;0457900247;tecnico1@fvsspa.com;http://www.fvsspa.com/prodotti;;30-11-2015;;;
AZIENDA;G.N.T. DI GULLO NUNZIO;BRENZONE;VR;VIA S.ANTONIO 6;37010;3338460993;nunziogullo@alice.it;;;;;;
AZIENDA;GALIMBERTI SPA;VERONA;VR;VIA VERONA 22;37124;0456704320;sergio.deiana@galimberti.net;;;;;;
